SAMPLE ID,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth
ODP0185-0801C-034R-001/093-096,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.93,2.41,13.8,,15.68,,,,,0.202,6.88,10.22,,2.85,0.178,0.249,,0.38,,,,,,,,,,,,,,,,56.9,53.5,55.8,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,17.2,3.07,16.4,5.6,1.88,7.97,1.45,9.22,2.0,5.65,,5.64,0.867,,,,,,12.0,0.644,,,,,,53.5,99.2,0.124,55.8,19.1,,4.36,,,,,,10.6,,,,,,4.51,56.9,,,,,0.7,,,4.7,,,,,,45.2,,,,118.0,0.313,,0.25,,,0.79,442.0,,64.0,117.0,164.0,,,,,,,,,,,pacific_plate_west_ref,93.0,96.0,94.5,786.23
ODP0185-0801C-040R-001/024-027,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.13,1.59,10.82,,11.47,,,,,0.388,6.25,23.89,,2.07,0.58,0.153,,15.41,,,,,,,,,,,,,,,,32.8,17.7,46.8,,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,10.5,1.84,9.8,3.4,1.17,0.884,4.92,5.88,1.33,3.83,,3.75,0.592,,,,,,6.6,0.608,,,,,,17.7,93.5,0.398,46.8,12.9,,2.52,,,,,,10.1,,,,,,2.78,32.8,,,,,0.3,,,18.7,,,,,,32.4,,,,117.0,0.191,,0.14,,,1.65,287.0,,45.8,74.4,104.0,,,,,,,,,,,pacific_plate_west_ref,24.0,27.0,25.5,841.74
ODP0185-0801C-044R-003/023-026,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.16,2.07,14.38,,13.39,,,,,0.227,6.4,12.63,,3.06,0.373,0.213,,3.31,,,,,,,,,,,,,,,,57.2,44.7,30.7,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,14.2,2.53,13.5,4.7,1.64,6.68,1.19,7.74,1.71,4.86,,4.72,0.73,,,,,,17.6,0.633,,,,,,44.7,115.0,0.23,30.7,19.3,,3.58,,,,,,9.91,,,,,,3.78,57.2,,,,,0.3,,,8.8,,,,,,45.5,,,,133.0,0.266,,0.21,,,1.47,410.0,,56.5,118.0,132.0,,,,,,,,,,,pacific_plate_west_ref,23.0,26.0,24.5,881.79
ODP0129-0801B-037R-001/036-038,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,59.69,2.67,19.57,,3.91,,,,,0.191,2.65,1.4,,2.34,7.3,0.446,,2.83,,,,,,,,,,,,,,,,57.6,17.5,283.0,,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,44.3,5.88,22.7,4.69,1.61,0.826,4.96,4.88,0.966,2.63,,2.2,0.325,,,,,,581.0,1.13,,,,,,17.5,141.0,1.33,283.0,25.2,,3.24,,,,,,35.6,,,,,,40.5,57.6,,,,,2.36,,,84.6,,,,,,25.0,,,,134.0,2.81,,2.15,,,0.989,107.0,,31.1,61.1,169.0,,,,,,,,,,,pacific_plate_west_ref,36.0,38.0,37.0,461.86
ODP0129-0801B-041R-001/026-030,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.92,3.17,16.76,,10.66,,,,,0.154,5.18,8.61,,3.53,2.4,0.69,,2.89,,,,,,,,,,,,,,,,40.7,29.5,28.8,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,65.6,8.5,34.0,7.32,2.47,1.13,7.36,6.29,1.15,3.05,,2.57,0.387,,,,,,451.0,2.6,,,,,,29.5,82.3,0.31,28.8,23.2,,6.55,,,,,,24.0,,,,,,53.7,40.7,,,,,1.9,,,49.2,,,,,,23.4,,,,544.0,3.53,,3.25,,,1.01,232.0,,32.9,87.0,310.0,,,,,,,,,,,pacific_plate_west_ref,26.0,30.0,28.0,483.26
ODP0129-0801B-041R-002/074-079,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.7,3.03,16.82,,10.9,,,,,0.171,5.1,8.95,,3.46,2.83,0.691,,5.62,,,,,,,,,,,,,,,,40.7,26.2,34.4,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,65.4,8.45,33.9,7.26,2.42,1.13,7.25,6.23,1.16,3.05,,2.61,0.393,,,,,,428.0,2.59,,,,,,26.2,98.4,0.339,34.4,23.0,,6.37,,,,,,23.6,,,,,,53.2,40.7,,,,,2.27,,,57.7,,,,,,22.6,,,,531.0,3.47,,3.23,,,0.926,225.0,,32.7,90.3,282.0,,,,,,,,,,,pacific_plate_west_ref,74.0,79.0,76.5,485.24
ODP0129-0801B-043R-003/111-114,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.77,3.31,16.85,,8.02,,,,,0.549,5.86,9.8,,2.95,3.69,0.797,,11.71,,,,,,,,,,,,,,,,77.0,21.7,61.5,,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,71.0,9.82,40.8,9.29,2.98,1.42,9.56,7.7,1.42,3.6,,2.96,0.466,,,,,,424.0,2.17,,,,,,21.7,87.3,0.452,61.5,18.9,,4.77,,,,,,11.4,,,,,,45.7,77.0,,,,,2.23,,,56.3,,,,,,15.6,,,,328.0,3.11,,2.73,,,3.38,174.0,,49.3,68.9,286.0,,,,,,,,,,,pacific_plate_west_ref,111.0,114.0,112.5,496.09
ODP0129-0801C-001R-005/033-035,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.61,3.11,17.23,,10.99,,,,,0.162,5.16,6.58,,5.02,2.55,0.682,,2.1,,,,,,,,,,,,,,,,51.0,29.8,24.3,,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,62.5,8.18,33.0,7.25,2.48,1.15,7.36,6.39,1.18,3.15,,2.7,0.402,,,,,,744.0,2.26,,,,,,29.8,89.7,0.383,24.3,28.0,,6.47,,,,,,20.7,,,,,,49.7,51.0,,,,,2.29,,,51.2,,,,,,21.7,,,,349.0,3.29,,2.9,,,0.962,215.0,,34.6,83.5,310.0,,,,,,,,,,,pacific_plate_west_ref,33.0,35.0,34.0,498.88
ODP0129-0801C-002R-005/024-028,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.88,1.98,14.17,,9.16,,,,,0.327,7.41,11.84,,4.04,3.68,0.769,,12.11,,,,,,,,,,,,,,,,7.8,10.1,12.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,72.3,9.26,36.7,7.78,2.51,1.26,7.91,7.08,1.34,3.63,,3.21,0.484,,,,,,552.0,3.12,,,,,,10.1,1.42,0.276,12.0,24.4,,7.05,,,,,,10.7,,,,,,57.1,7.8,,,,,2.79,,,57.3,,,,,,14.9,,,,406.0,3.53,,3.59,,,1.57,130.0,,40.5,90.0,399.0,,,,,,,,,,,pacific_plate_west_ref,24.0,28.0,26.0,508.73
ODP0129-0801C-005R-001/095-098,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,57.38,1.08,19.63,,5.94,,,,,0.0541,2.17,4.97,,1.46,8.1,0.0853,,7.22,,,,,,,,,,,,,,,,64.8,11.5,18.3,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,4.55,0.956,5.47,1.99,0.821,0.49,2.83,3.12,0.67,1.83,,1.64,0.248,,,,,,180.0,0.316,,,,,,11.5,368.0,0.668,18.3,14.0,,1.65,,,,,,34.7,,,,,,0.274,64.8,,,,,0.246,,,78.5,,,,,,34.2,,,,88.9,0.0389,,0.018,,,0.305,150.4,,21.4,44.0,62.0,,,,,,,,,,,pacific_plate_west_ref,95.0,98.0,96.5,532.15
ODP0129-0801C-006R-003/042-045,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.0,1.14,21.89,,6.01,,,,,0.148,2.39,14.07,,3.04,0.834,0.0712,,9.86,,,,,,,,,,,,,,,,244.0,69.9,117.0,,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,9.78,1.78,9.57,3.33,1.2,0.869,4.82,5.73,1.28,3.68,,3.74,0.596,,,,,,4.63,0.505,,,,,,69.9,575.0,0.17,117.0,15.5,,2.49,,,,,,14.0,,,,,,2.47,244.0,,,,,0.36,,,13.1,,,,,,31.4,,,,145.0,0.188,,0.141,,,0.471,218.0,,21.2,59.1,57.7,,,,,,,,,,,pacific_plate_west_ref,42.0,45.0,43.5,543.71
ODP0129-0801C-007R-003/043-048,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,41.9,1.53,11.99,,13.73,,,,,0.236,5.5,21.75,,2.28,0.451,0.153,,11.74,,,,,,,,,,,,,,,,65.7,42.1,58.6,,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,3.91,0.808,4.58,1.64,0.723,0.434,2.4,2.9,0.649,1.84,,1.83,0.283,,,,,,6.21,0.376,,,,,,42.1,119.0,0.0511,58.6,14.2,,1.76,,,,,,15.7,,,,,,0.251,65.7,,,,,0.459,,,7.53,,,,,,34.9,,,,125.0,0.0347,,0.016,,,0.535,355.0,,37.2,78.7,96.0,,,,,,,,,,,pacific_plate_west_ref,43.0,48.0,45.5,553.41
ODP0129-0801C-009R-004/001-004,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.83,1.5,13.71,,12.04,,,,,0.204,6.41,13.56,,2.67,0.0397,0.134,,2.14,,,,,,,,,,,,,,,,62.7,45.7,64.8,,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,8.96,1.63,9.04,3.32,1.21,0.855,4.76,5.63,1.24,3.5,,3.41,0.518,,,,,,6.6,0.425,,,,,,45.7,192.0,0.0034,64.8,16.3,,2.62,,,,,,7.03,,,,,,2.11,62.7,,,,,0.19,,,0.0505,,,,,,44.8,,,,124.0,0.169,,0.117,,,0.0514,344.0,,36.7,83.9,99.1,,,,,,,,,,,pacific_plate_west_ref,1.0,4.0,2.5,566.35
ODP0129-0801C-011R-002/145-148,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.71,1.79,14.29,,13.2,,,,,0.219,5.68,14.47,,2.44,0.171,0.165,,3.1,,,,,,,,,,,,,,,,72.5,43.8,52.2,,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,10.7,1.97,10.7,3.89,1.34,0.99,5.5,6.47,1.44,4.1,,3.98,0.614,,,,,,6.47,0.488,,,,,,43.8,272.0,0.173,52.2,16.3,,3.24,,,,,,8.05,,,,,,2.5,72.5,,,,,0.423,,,5.42,,,,,,40.3,,,,121.0,0.203,,0.135,,,0.0713,365.0,,44.5,93.3,111.0,,,,,,,,,,,pacific_plate_west_ref,145.0,148.0,146.5,580.75
ODP0129-0801C-012R-002/111-113,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.08,1.77,11.55,,13.84,,,,,0.426,6.4,21.11,,2.29,0.0814,0.189,,10.55,,,,,,,,,,,,,,,,40.0,37.2,42.9,,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,11.2,1.95,10.5,3.67,1.24,0.92,5.11,6.03,1.34,3.86,,3.85,0.604,,,,,,7.71,0.578,,,,,,37.2,72.1,0.0873,42.9,13.8,,2.94,,,,,,6.8,,,,,,2.86,40.0,,,,,0.385,,,1.19,,,,,,33.3,,,,155.0,0.218,,0.152,,,0.198,319.0,,47.1,76.7,119.0,,,,,,,,,,,pacific_plate_west_ref,111.0,113.0,112.0,589.91
ODP0185-0801C-014R-001/086-088,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.93,2.17,13.85,,13.79,,,,,0.28,6.47,12.46,,2.67,0.0913,0.276,,1.09,,,,,,,,,,,,,,,,47.6,44.5,56.8,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,14.3,2.55,13.8,4.83,1.66,1.21,6.72,7.92,1.75,4.98,,4.83,0.749,,,,,,15.6,0.614,,,,,,44.5,104.0,0.0247,56.8,17.3,,4.0,,,,,,6.69,,,,,,4.08,47.6,,,,,0.698,,,0.887,,,,,,43.8,,,,127.0,0.31,,0.215,,,0.0995,413.0,,51.8,105.0,138.0,,,,,,,,,,,pacific_plate_west_ref,86.0,88.0,87.0,604.86
ODP0185-0801C-015R-002/117-120,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.89,2.18,17.21,,11.49,,,,,0.0941,4.42,10.08,,3.51,0.525,0.218,,5.95,,,,,,,,,,,,,,,,61.5,39.3,71.4,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,12.9,2.39,12.9,4.6,1.63,6.4,1.16,7.25,1.52,4.21,,3.91,0.57,,,,,,15.3,0.413,,,,,,39.3,153.0,0.0895,71.4,20.7,,3.39,,,,,,13.9,,,,,,3.43,61.5,,,,,0.564,,,5.65,,,,,,52.0,,,,162.0,0.334,,0.136,,,0.547,421.0,,48.3,110.0,141.0,,,,,,,,,,,pacific_plate_west_ref,117.0,120.0,118.5,616.19
ODP0185-0801C-015R-007/096-099,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.95,2.29,17.19,,19.83,,,,,0.0617,5.84,6.4,,3.1,0.128,0.228,,5.47,,,,,,,,,,,,,,,,100.0,59.8,76.1,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,13.7,2.38,12.4,4.05,1.44,5.03,0.882,5.46,1.14,3.15,,2.95,0.432,,,,,,13.8,0.435,,,,,,59.8,218.0,0.0291,76.1,0.553,,3.99,,,,,,10.5,,,,,,5.14,100.0,,,,,0.585,,,1.22,,,,,,48.4,,,,151.0,0.363,,0.273,,,0.202,413.0,,31.8,226.0,168.0,,,,,,,,,,,pacific_plate_west_ref,96.0,99.0,97.5,622.34
ODP0185-0801C-016R-002/027-031,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.36,2.02,12.66,,19.57,,,,,0.212,5.63,13.67,,2.2,2.42,0.229,,14.57,,,,,,,,,,,,,,,,70.5,42.6,30.9,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,12.8,2.44,13.3,4.74,1.57,6.98,1.25,8.1,1.77,4.87,,4.54,0.71,,,,,,13.8,0.926,,,,,,42.6,145.0,0.709,30.9,13.8,,3.68,,,,,,13.6,,,,,,3.09,70.5,,,,,0.569,,,38.8,,,,,,39.7,,,,147.0,0.252,,0.204,,,0.764,328.0,,65.1,67.0,170.0,,,,,,,,,,,pacific_plate_west_ref,27.0,31.0,29.0,625.01
ODP0185-0801C-016R-002/082-086,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.77,2.83,18.5,,8.98,,,,,0.15,2.76,13.41,,3.41,0.733,0.271,,9.11,,,,,,,,,,,,,,,,39.0,19.2,28.1,,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,13.6,2.53,13.7,4.76,1.71,6.44,1.16,7.35,1.58,4.47,,4.27,0.641,,,,,,11.2,0.498,,,,,,19.2,210.0,0.201,28.1,23.3,,4.44,,,,,,10.2,,,,,,4.6,39.0,,,,,0.939,,,11.2,,,,,,50.8,,,,171.0,0.339,,0.251,,,0.428,455.0,,55.0,57.5,189.0,,,,,,,,,,,pacific_plate_west_ref,82.0,86.0,84.0,625.56
ODP0185-0801C-016R-005/062-065,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.89,1.31,6.56,,16.65,,,,,0.499,2.97,21.59,,1.91,0.549,0.186,,14.54,,,,,,,,,,,,,,,,40.4,30.8,13.5,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,8.88,1.68,8.47,2.72,0.904,3.72,0.658,4.28,0.964,2.78,,2.86,0.454,,,,,,9.14,0.623,,,,,,30.8,43.3,0.0273,13.5,9.59,,2.38,,,,,,14.4,,,,,,2.91,40.4,,,,,0.363,,,4.6,,,,,,18.1,,,,134.0,0.21,,0.168,,,1.73,234.0,,34.0,55.7,109.0,,,,,,,,,,,pacific_plate_west_ref,62.0,65.0,63.5,629.51
ODP0185-0801C-018R-001/064-069,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.73,2.43,13.49,,15.45,,,,,0.243,6.38,10.71,,2.84,0.0694,0.235,,0.18,,,,,,,,,,,,,,,,47.1,42.5,63.2,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,15.1,2.76,14.9,5.26,1.78,7.18,1.32,8.35,1.79,5.09,,5.11,0.794,,,,,,9.72,0.69,,,,,,42.5,108.0,0.0035,63.2,19.3,,4.23,,,,,,8.33,,,,,,4.41,47.1,,,,,0.403,,,0.338,,,,,,45.4,,,,125.0,0.314,,0.194,,,0.134,448.0,,57.1,110.0,166.0,,,,,,,,,,,pacific_plate_west_ref,64.0,69.0,66.5,642.84
ODP0185-0801C-021R-002/086-089,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.13,1.76,12.67,,13.27,,,,,0.25,6.07,19.04,,2.5,0.252,0.2,,8.46,,,,,,,,,,,,,,,,65.4,43.2,48.3,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,14.2,2.52,13.4,4.57,1.57,6.58,1.21,7.76,1.74,5.02,,4.97,0.786,,,,,,9.33,0.615,,,,,,43.2,119.0,0.154,48.3,15.3,,2.97,,,,,,11.4,,,,,,3.12,65.4,,,,,0.358,,,7.32,,,,,,38.9,,,,136.0,0.214,,0.162,,,0.916,360.0,,56.2,87.5,118.0,,,,,,,,,,,pacific_plate_west_ref,86.0,89.0,87.5,672.29
ODP0185-0801C-023R-003/080-084,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.29,2.27,14.13,,13.82,,,,,0.212,6.89,10.26,,3.02,0.0734,0.225,,0.18,,,,,,,,,,,,,,,,46.8,42.0,57.3,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,14.7,2.62,14.2,4.92,1.7,6.73,1.23,7.82,1.71,4.77,,4.56,0.705,,,,,,9.19,0.561,,,,,,42.0,110.0,0.0024,57.3,19.3,,4.13,,,,,,10.0,,,,,,4.43,46.8,,,,,0.388,,,0.213,,,,,,48.9,,,,128.0,0.308,,0.245,,,0.108,437.0,,50.6,117.0,170.0,,,,,,,,,,,pacific_plate_west_ref,80.0,84.0,82.0,685.38
