SAMPLE ID,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,DataBase,SAMPLE_INFO
ODP0129-0801C-002R-001/112-118,,,,,,56.66046644727429,,,,,,,36.40563380281691,,,55.69620253164557,,8.42605156037992,6.229166666666667,13.809523809523808,,,11.577181208053693,18.446601941747574,,6.646341463414634,,,71.06019707717688,45.356622998544395,,5.675675675675675,,,,,,58.906030855539974,23.397341211225996,,,28.022208545180405,42.25352112676057,,27.13768115942029,,69.29133858267717,,,,,,,,,15.608108108108107,,22.606635071090047,60.0,,,28.58823529411765,14.153500386700582,,,38.57142857142857,,,6.813186813186814,5.233265720081136,,23.125,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.53,3.07,16.31,,4.25,,5.32,,,0.16,4.68,7.14,,3.94,2.14,0.61,,6.92,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,40.0,,,,,42.0,,,307.0,,83.0,,,,,,,1.86,,1.86,,pacific_plate_west_ref,112.0,118.0,115.0,504.12,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-002R-003/114-119,,,,,,58.37745027900987,,,,,,,32.67605633802817,,,53.16455696202531,,,,13.154761904761903,,,,18.576051779935277,,,,,81.3539639434969,40.32023289665211,,4.324324324324325,,,,,,57.503506311360454,18.46381093057607,,,27.562828077226627,14.084507042253522,,,,75.59055118110236,,,,,,,,,15.157657657657658,,23.601895734597154,64.39024390243902,8.611111111111112,,29.058823529411764,14.614526457928616,,,54.28571428571428,,,6.593406593406594,4.563894523326572,,22.767857142857146,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.25,3.17,16.77,,3.73,,5.27,,,0.19,4.9,6.34,,3.98,2.45,0.6,,7.39,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,42.0,,,,,114.0,,,279.0,,78.0,,,,,,,2.13,,2.13,,pacific_plate_west_ref,114.0,119.0,116.5,506.98,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-002R-004/071-076,,,,,,55.3727285734726,,,,,,,36.47887323943662,,,50.63291139240506,,8.358208955223882,6.25,13.63095238095238,,,11.543624161073826,18.446601941747574,,6.646341463414634,,,77.369279995244,45.327510917030565,,5.54054054054054,,,,,,57.503506311360454,23.197932053175773,,,24.80654526950396,28.169014084507044,,26.992753623188403,,72.44094488188976,,,,,,,,,15.427927927927927,,23.459715639810426,59.75609756097561,,,28.941176470588232,14.522321243683008,,,40.476190476190474,,,7.032967032967033,5.192697768762677,,22.946428571428573,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.95,3.15,16.4,,3.66,,6.19,,,0.15,5.28,7.13,,3.86,2.33,0.54,,5.82,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,46.0,,,246.0,,87.0,,,,,,,1.36,,1.36,,pacific_plate_west_ref,71.0,76.0,73.5,507.81,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-005R-001/103-105,,,,,,21.319215910716842,,,,,,,3.3802816901408455,,,58.22784810126582,,,,5.535714285714286,,,,5.566343042071197,,,,,228.4552130331668,2.7074235807860263,,3.3783783783783785,,,,,,2.805049088359046,6.646971935007385,,,0.9187609359075541,14.084507042253522,,,,92.91338582677166,,,,,,,,,5.382882882882883,,3.886255924170616,1.2195121951219512,5.277777777777778,,1.1764705882352942,5.670620676104793,,,22.38095238095238,,,5.4945054945054945,3.610547667342799,,6.25,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,52.13,1.23,18.78,,4.76,,0.61,,,0.07,1.86,5.02,,1.37,6.88,0.02,,6.74,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,,,,,46.0,,,125.0,,39.0,,,,,,,3.53,,3.53,,pacific_plate_west_ref,103.0,105.0,104.0,532.23,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-005R-002/087-089,,,,,,2.0031478036915153,,,,,,,3.042253521126761,,,24.050632911392402,,,,5.357142857142857,,,,5.760517799352751,,,,,23.243989698141974,2.1106259097525473,,3.648648648648649,,,,,,2.805049088359046,4.431314623338257,,,0.9187609359075541,14.084507042253522,,,,28.346456692913385,,,,,,,,,5.0675675675675675,,7.345971563981042,1.4634146341463414,4.722222222222222,,0.9411764705882353,5.532312854736384,,,9.523809523809524,,,4.615384615384616,3.914807302231237,,5.892857142857143,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.35,1.2,19.62,,3.85,,1.96,,,0.1,3.06,13.57,,2.93,0.7,0.02,,7.27,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,88.0,,,,,85.0,,,326.0,,48.0,,,,,,,1.7,,1.7,,pacific_plate_west_ref,87.0,89.0,88.0,533.33,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-005R-003/038-043,,,,,,2.146229789669481,,,,,,,2.9859154929577465,,,15.189873417721516,,,,5.595238095238095,,,,5.4045307443365695,,,,,1.9923419741264548,1.9941775836972344,,4.324324324324325,,,,,,5.610098176718092,4.431314623338257,,,3.2156632756764396,14.084507042253522,,,,4.724409448818897,,,,,,,,,5.157657657657658,,6.777251184834123,1.707317073170732,5.648148148148148,,1.5294117647058822,5.301799819122368,,,9.047619047619047,,,5.274725274725275,4.279918864097363,,6.1607142857142865,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.91,1.15,19.39,,3.46,,3.6,,,0.13,4.79,13.14,,2.74,0.06,0.07,,5.06,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,86.0,,,,,89.0,,,493.0,,56.0,,,,,,,1.44,,1.44,,pacific_plate_west_ref,38.0,43.0,40.5,534.15,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-005R-003/125-131,,,,,,2.289311775647446,,,,,,,5.881690140845071,,,34.177215189873415,,10.33921302578019,9.875,7.44047619047619,,,9.614093959731544,4.3042071197411005,,9.512195121951219,,,42.50329544803104,5.749636098981077,,10.945945945945947,,,,,,0.9817671809256662,8.197932053175775,,,2.2969023397688852,70.42253521126761,,6.44927536231884,,50.39370078740157,,,,,,,,,7.792792792792793,,4.218009478672985,2.195121951219512,,,1.2941176470588234,4.74856853364873,,,38.57142857142857,,,10.76923076923077,9.614604462474645,,5.982142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.59,1.03,6.63,,6.62,,9.58,,,0.39,4.05,6.94,,1.28,1.28,0.05,,15.92,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,120.0,,,168.0,,181.0,,,,,,,1.49,,1.49,,pacific_plate_west_ref,125.0,131.0,128.0,535.02,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-006R-002/029-034,,,,,,1.144655887823723,,,,,,,2.1971830985915495,,,13.924050632911392,,,,4.761904761904762,,,,4.5954692556634305,,,,,1.6602849784387121,1.4410480349344976,,4.72972972972973,,,,,,4.20757363253857,3.692762186115214,,,2.2969023397688852,14.084507042253522,,,,6.299212598425196,,,,,,,,,4.436936936936937,,4.739336492890995,1.4634146341463414,5.185185185185186,,0.9411764705882353,4.518055498034714,,,9.523809523809524,,,5.274725274725275,4.645030425963489,,4.910714285714286,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.43,0.98,16.32,,2.54,,5.9,,,0.14,9.67,11.48,,2.16,0.05,0.05,,4.45,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,79.0,,,,,240.0,,,383.0,,53.0,,,,,,,1.51,,1.51,,pacific_plate_west_ref,29.0,34.0,31.5,542.08,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-006R-002/119-124,,,,,,0.8584919158677923,,,,,,,2.946478873239437,,,6.329113924050633,,5.508819538670284,5.270833333333333,5.178571428571428,,,5.654362416107383,4.854368932038835,,4.999999999999999,,,0.664113991375485,2.1979621542940317,,5.9459459459459465,,,,,,4.20757363253857,5.199409158050221,,,0.45938046795377707,14.084507042253522,,4.565217391304348,,3.149606299212598,,,,,,,,,4.324324324324324,,5.165876777251184,0.4878048780487805,,,0.3529411764705882,4.61026071228032,,,0.9523809523809523,,,5.714285714285714,4.949290060851927,,5.357142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.4,1.0,17.22,,3.44,,4.85,,,0.16,7.69,12.84,,2.37,0.02,0.01,,3.91,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,283.0,,,505.0,,69.0,,,,,,,1.1,,1.1,,pacific_plate_west_ref,119.0,124.0,121.5,542.98,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-006R-003/037-042,,,,,,1.0015739018457577,,,,,,,2.9239436619718315,,,8.860759493670885,,3.921302578018996,3.791666666666667,4.166666666666666,,,4.12751677852349,3.8187702265372168,,3.536585365853658,,,29.88512961189682,2.6637554585152836,,4.054054054054054,,,,,,5.610098176718092,4.202363367799114,,,0.45938046795377707,14.084507042253522,,3.8043478260869565,,14.173228346456693,,,,,,,,,3.4684684684684686,,6.161137440758293,0.975609756097561,,,0.3529411764705882,4.518055498034714,,,31.904761904761905,,,3.956043956043956,3.4888438133874238,,4.285714285714286,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,40.58,0.98,17.53,,2.87,,2.48,,,0.18,2.71,16.37,,2.63,0.9,0.01,,12.28,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,220.0,,,323.0,,52.0,,,,,,,1.86,,1.86,,pacific_plate_west_ref,37.0,42.0,39.5,543.56,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-007R-001/053-058,,,,,,4.578623551294892,,,,,,,8.523943661971831,,,6.329113924050633,,10.149253731343284,9.145833333333332,8.869047619047619,,,10.11744966442953,9.385113268608414,,9.024390243902438,,,2.65645596550194,7.816593886462882,,10.0,,,,,,9.817671809256662,9.867060561299851,,,7.350087487260433,70.42253521126761,,8.550724637681158,,1.574803149606299,,,,,,,,,9.54954954954955,,5.402843601895734,4.390243902439024,,,2.235294117647059,8.897803174701018,,,4.761904761904762,,,9.670329670329672,8.843813387423936,,10.625,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.26,1.93,13.23,,3.5,,9.12,,,0.2,6.96,11.16,,2.68,0.08,0.16,,2.58,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,71.0,,,576.0,,98.0,,,,,,,0.59,,0.59,,pacific_plate_west_ref,53.0,58.0,55.5,550.63,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-007R-001/099-105,,,,,,3.863213621405065,,,,,,,6.309859154929577,,,37.974683544303794,,,,8.809523809523808,,,,10.87378640776699,,,,,1.9923419741264548,5.283842794759825,,8.378378378378379,,,,,,11.220196353436185,9.601181683899556,,,6.890707019306657,70.42253521126761,,,,1.574803149606299,,,,,,,,,9.18918918918919,,5.592417061611374,4.634146341463414,9.537037037037038,,1.647058823529412,9.036110996069429,,,19.047619047619047,,,9.45054945054945,8.275862068965518,,10.714285714285715,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.01,1.96,13.58,,3.35,,8.43,,,0.19,6.62,11.44,,2.73,0.06,0.15,,3.86,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,73.0,,,,,71.0,,,607.0,,101.0,,,,,,,0.85,,0.85,,pacific_plate_west_ref,99.0,105.0,102.0,551.09,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-007R-003/000-005,,,,,,2.8616397195593075,,,,,,,7.132394366197183,,,32.91139240506329,,9.470827679782904,8.416666666666668,8.63095238095238,,,9.479865771812081,9.385113268608414,,8.47560975609756,,,14.610507810260668,6.346433770014556,,8.91891891891892,,,,,,9.817671809256662,9.062038404726735,,,4.5938046795377705,98.59154929577466,,7.391304347826086,,22.04724409448819,,,,,,,,,8.67117117117117,,5.971563981042654,4.390243902439024,,,2.117647058823529,9.082213603192232,,,12.380952380952381,,,9.010989010989011,8.032454361054766,,10.625,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.04,1.97,13.82,,6.4,,6.46,,,0.15,6.18,11.16,,2.79,0.44,0.1,,2.95,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,58.0,,,502.0,,107.0,,,,,,,1.11,,1.11,,pacific_plate_west_ref,0.0,5.0,2.5,552.98,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-007R-004/077-083,,,,,,2.575475747603377,,,,,,,6.422535211267606,,,25.31645569620253,,,,8.988095238095237,,,,10.29126213592233,,,,,2.324398969814198,5.400291120815138,,8.64864864864865,,,,,,11.220196353436185,8.862629246676514,,,4.134424211583994,84.50704225352113,,,,3.149606299212598,,,,,,,,,9.572072072072071,,5.545023696682464,4.878048780487805,9.722222222222223,,1.8823529411764706,9.266624031683442,,,19.047619047619047,,,9.670329670329672,8.620689655172415,,10.714285714285715,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.88,2.01,13.71,,4.17,,7.65,,,0.17,6.64,11.31,,2.76,0.07,0.09,,1.7,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,76.0,,,,,67.0,,,622.0,,106.0,,,,,,,0.91,,0.91,,pacific_plate_west_ref,77.0,83.0,80.0,555.2,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-007R-004/137-142,,,,,,3.863213621405065,,,,,,,7.335211267605634,,,6.329113924050633,,9.877883310719133,9.000000000000002,8.988095238095237,,,10.016778523489933,8.737864077669904,,8.780487804878048,,,3.3205699568774243,6.419213973799127,,9.594594594594595,,,,,,9.817671809256662,9.33530280649926,,,4.134424211583994,70.42253521126761,,7.898550724637681,,3.149606299212598,,,,,,,,,9.00900900900901,,6.208530805687204,3.902439024390244,,,1.8823529411764706,8.805597960455412,,,3.3333333333333335,,,9.45054945054945,8.580121703853957,,10.357142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.61,1.91,13.41,,3.06,,8.3,,,0.19,6.25,12.31,,2.82,0.1,0.09,,4.41,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,56.0,,,644.0,,94.0,,,,,,,0.51,,0.51,,pacific_plate_west_ref,137.0,142.0,139.5,555.8,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-008R-001/065-067,,,,,,4.149377593360996,,,,,,,7.211267605633804,,,39.24050632911392,,,,9.345238095238095,,,,10.679611650485436,,,,,27.892787637770365,5.880640465793304,,6.891891891891892,,,,,,8.41514726507714,8.862629246676514,,,6.431326551352879,28.169014084507044,,,,31.496062992125985,,,,,,,,,9.90990990990991,,7.109004739336492,4.634146341463414,9.25925925925926,,1.647058823529412,10.0964709598939,,,33.33333333333333,,,9.010989010989011,6.9979716024340775,,10.0,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.66,2.19,15.92,,7.86,,2.25,,,0.08,2.99,10.65,,3.47,0.84,0.14,,7.3,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,73.0,,,,,61.0,,,269.0,,70.0,,,,,,,2.14,,2.14,,pacific_plate_west_ref,65.0,67.0,66.0,560.15,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-008R-001/101-106,,,,,,1.8600658177135498,,,,,,,7.183098591549296,,,12.658227848101266,,10.081411126187245,9.125,8.988095238095237,,,10.11744966442953,9.061488673139158,,9.024390243902438,,,3.3205699568774243,6.200873362445414,,10.0,,,,,,9.817671809256662,9.062038404726735,,,4.134424211583994,70.42253521126761,,7.6811594202898545,,4.724409448818897,,,,,,,,,9.054054054054053,,5.781990521327014,4.390243902439024,,,2.0,8.759495353332609,,,3.3333333333333335,,,9.670329670329672,8.76267748478702,,10.357142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.38,1.9,13.32,,2.76,,9.57,,,0.23,6.61,11.77,,2.69,0.1,0.09,,3.61,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,55.0,,,561.0,,107.0,,,,,,,0.55,,0.55,,pacific_plate_west_ref,101.0,106.0,103.5,560.51,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-008R-002/078-080,,,,,,1.8600658177135498,,,,,,,6.028169014084507,,,37.974683544303794,,,,8.63095238095238,,,,9.741100323624595,,,,,2.65645596550194,4.861717612809315,,8.243243243243244,,,,,,9.817671809256662,8.12407680945347,,,7.350087487260433,84.50704225352113,,,,3.149606299212598,,,,,,,,,9.256756756756758,,5.8767772511848335,4.634146341463414,9.62962962962963,,1.5294117647058822,8.713392746209806,,,9.523809523809524,,,9.230769230769232,8.1947261663286,,10.089285714285715,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.49,1.89,13.36,,3.48,,8.25,,,0.21,7.4,12.82,,2.71,0.08,0.16,,3.34,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,74.0,,,,,58.0,,,541.0,,101.0,,,,,,,0.57,,0.57,,pacific_plate_west_ref,78.0,80.0,79.0,561.35,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-008R-002/133-139,,,,,,2.8616397195593075,,,,,,,6.366197183098592,,,11.392405063291138,,,,8.809523809523808,,,,10.258899676375405,,,,,2.988512961189682,5.414847161572053,,8.513513513513514,,,,,,8.41514726507714,8.862629246676514,,,6.890707019306657,84.50704225352113,,,,4.724409448818897,,,,,,,,,9.0990990990991,,5.450236966824644,4.878048780487805,9.722222222222223,,1.2941176470588234,8.805597960455412,,,19.047619047619047,,,9.670329670329672,8.255578093306289,,10.357142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.52,1.91,13.4,,3.59,,8.9,,,0.2,6.66,11.47,,3.49,0.09,0.15,,1.77,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,74.0,,,,,64.0,,,654.0,,104.0,,,,,,,0.91,,0.91,,pacific_plate_west_ref,133.0,139.0,136.0,561.9,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-009R-005/020-024,,,,,,2.289311775647446,,,,,,,4.95774647887324,,,21.518987341772153,,,,7.619047619047619,,,,8.252427184466018,,,,,1.6602849784387121,4.0029112081513825,,7.162162162162163,,,,,,7.012622720897616,5.169867060561299,,,2.756282807722662,84.50704225352113,,,,1.574803149606299,,,,,,,,,7.612612612612613,,5.118483412322274,3.1707317073170733,8.703703703703704,,1.2941176470588234,7.883545817999347,,,14.285714285714285,,,8.131868131868131,7.1602434077079105,,8.482142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.1,1.71,14.05,,3.49,,7.81,,,0.18,7.19,11.73,,2.62,0.05,0.06,,1.31,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,78.0,,,,,69.0,,,670.0,,93.0,,,,,,,0.97,,0.97,,pacific_plate_west_ref,20.0,24.0,22.0,568.81,Northwest_Pacific,Seafloor altered basalt
