SAMPLE ID,Rb,Ba,Th,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,Nb
ODP0129-0801B-043R-001/132-135,24.79914801999651,304.47384288310957,2.7800286143404462,1.4076729535577297,9810.166195116453,29.327869902893752,63.369928392769275,2.294957209933175,499.38781253670805,33.69469320169255,28.61282642324065,2.2188024993321847,0.30950486947224626,48.09902722442464,6.229395523914705,3.174793738408395,0.42144736944008676,9.669180122870404,235.0,14503.880200833886,40.7
ODP0129-0801B-038R-001/022-025,17.95977370045945,267.2495482774374,2.8541646327835943,0.9003355425498697,7491.061083594231,27.14313824468211,57.985215950361926,1.8863952658574275,489.83043582801685,29.758790192426595,21.799188183569534,1.7792409421919766,0.24851428720804386,46.347892399817724,8.924152195374745,2.3826927609708775,0.3875797473506149,11.136953239551453,194.0,16002.21493232499,36.0
ODP0129-0801B-040R-001/015-018,20.297323954305536,330.3075641152295,3.6066146930328222,0.8985183955464616,8598.93768844569,32.159306815098766,67.37224800802734,2.205942992977377,542.61766894672,32.325879191875565,23.442796720487134,2.086040538534649,0.2774158439451734,44.006699864375356,8.499803359740207,2.5708268753890913,0.5126544542002165,11.485415247885244,153.0,19778.018455682573,49.0
ODP0129-0801B-041R-001/020-025,26.76653973424902,396.5702503575261,3.45951205971623,1.323502821306104,10632.099045907873,49.35397866595104,90.97347756039058,2.252511434563746,614.5326207584598,45.654562245057186,32.17835061292682,2.298376887510126,0.3327397526840867,46.41530633857754,6.331895416736358,3.0595947335569957,0.6441651390273129,9.956926750295022,308.0,21336.28657643332,53.0
ODP0129-0801B-041R-001/026-031,24.946139924709748,383.9659821143609,3.7901622889838116,1.1123865554853531,10317.97757375177,39.37511056960549,75.5803093247561,2.2606600131758423,580.9988517743458,39.64910894985715,32.20292058389649,1.9000347002783402,0.28997759365322795,47.037381048988024,7.597448216410663,2.978046058139802,0.5770392709607212,9.69088187776747,272.0,19837.951844942218,48.00000000000001
ODP0129-0801B-041R-001/130-136,27.4179097663725,381.56407593301424,3.4968226339679225,1.1341970898359186,11517.645914376926,42.51926061186899,78.91400912615943,2.053718636702695,553.9757393857305,41.90531138110772,32.15188270668996,2.0343455589074266,0.2953551238424932,48.288857269973086,6.191571429067053,3.176125837889939,0.6224146803101452,9.200047710333086,285.0,19418.41812012471,49.0
ODP0129-0801B-042R-002/000-007,22.542859806117416,343.6352638492929,3.2669833004526865,1.1034478715584028,9886.322526937805,34.28105577192872,68.5565244734093,2.328693761916193,583.5810370769346,34.963065286264325,26.350566427178794,1.7639164791557025,0.2759999534048845,46.803121090762204,8.169836015827713,2.8312274059158176,0.5167257141917203,10.454978336553502,243.0,17320.749496037162,42.0
ODP0129-0801B-042R-002/129-134,21.014281350542497,319.14475238716267,3.0871338695974,1.1146661645313813,8288.998904667342,33.82673379669928,67.63150020859867,2.356529982294272,562.0219153943158,35.28664668173466,26.98375702635959,1.8400045447430882,0.2548566349928845,46.123334367358034,8.07720019022772,2.763269522008606,0.49524686083550434,10.773047395163625,233.0,17500.549663816095,41.0
ODP0129-0801B-043R-001/022-027,22.249386298726925,338.6552977961144,3.2853308246281685,1.0914312538909354,9789.888266461108,34.455142061198636,67.63494803550574,2.315118865791562,582.0368904550033,34.8706495922957,26.1269406478945,1.7406606856179607,0.2546148446729075,46.8429137459904,7.380981038979175,2.8480823537846853,0.5144516636031414,10.523287024799913,244.0,17620.416442335383,42.0
ODP0129-0801B-043R-001/128-134,20.958234324092246,304.90112746352065,2.7113159258331407,0.9755716042885075,8583.799161881763,27.383143589499554,56.16783210811972,1.7902372955085806,499.28956652908096,29.559315957479658,25.91570733327484,2.079088761542886,0.30387554665906813,48.077891685999006,8.017041503456078,2.9415847711439875,0.43130155352128235,10.583330837211554,208.0,14863.480536391751,37.0
ODP0129-0801B-043R-004/005-010,22.919883810092223,331.0152661917743,3.4468251838905823,1.048975837641859,10463.076328391302,36.056180092931896,68.9492113256515,2.0192742023016863,559.6936663205422,35.47215848638003,29.66334665156495,1.84573327987626,0.2679585550999263,47.03034733478493,8.304223514568841,2.881505789176164,0.5280055049761674,9.749819311097518,259.0,18459.4838919704,43.0
ODP0129-0801B-044R-001/018-024,22.332346059966536,310.6046918116429,3.5347697656642336,1.02029491163151,9617.590572969078,37.34319443861537,69.20473501533837,2.106090964976514,552.9755209997826,36.78212037670071,31.05742383487047,2.195216669474214,0.28209387992406354,46.93014872069946,6.920473371149926,2.8889642755982448,0.5396408459927099,9.66823329062916,264.0,19538.284898643993,43.0
ODP0129-0801B-044R-001/107-113,17.590397101948454,285.47758366440394,3.12998795869348,0.8558215067907262,7123.250113763626,32.622713601982376,68.10290885374984,1.803747883743828,598.5219538951741,35.80085317028145,25.023765717771028,1.771115000938952,0.27480007231132375,44.57697176593069,7.986690093065114,2.6383741086957824,0.4885719034266984,11.301944839195947,214.0,19538.284898643993,42.0
ODP0129-0801B-044R-002/027-032,22.32705527002512,324.6380480465402,3.5889836539657454,1.06169837168187,9411.092296197306,37.94768940384246,70.46282622972416,2.1911584230502985,546.3242220874719,38.53452461890007,29.536996927726616,2.0343473754782995,0.28088756588672414,46.90606333333835,8.385270250438353,2.8734944448307145,0.5185123621347715,10.096232897813909,254.0,19598.21828790364,44.0
ODP0129-0801B-044R-003/028-033,22.56070996865309,328.49270620653004,3.4327031582672634,1.0447906981912458,10308.273093024547,36.16992349515151,71.28682962909733,1.992147695063295,562.2526918006943,36.87328072470786,30.668653096155765,1.9160422992954407,0.2873901860275357,47.41883817591092,7.047320764109392,2.9438098546443356,0.5293415768248867,9.609138182777588,268.0,18938.951006047555,44.0
ODP0129-0801C-001R-001/014-020,21.169795588369293,306.83838988359344,2.8196999300089307,1.0188015926661436,8279.08938302673,30.08645176229564,58.61313657272315,1.9912126604082323,531.3364819152591,30.021279588142082,26.482478924304743,1.9467489919894743,0.275816868060279,47.371876159650625,6.721954695367684,3.0106120445686644,0.4659648793455571,10.741991798657635,221.0,16122.081710844279,38.0
ODP0129-0801C-001R-001/109-114,22.683271487689954,342.61846007427187,3.023975785186339,1.1182022567855765,10219.787475308693,32.69243216779584,68.43884720205398,2.2378195050681886,583.5765324308545,34.805097705126514,26.64251932927491,1.860459744787608,0.29231530988777255,47.0184960180797,7.070390510709643,2.9262317969063636,0.5365146144364733,10.363452078557463,242.0,16781.348992700365,41.0
ODP0129-0801C-001R-005/033-038,22.436212597884452,329.43295233291946,3.4385777658886583,1.0552018993411205,10181.180482467249,36.16992349515151,71.35852936086444,2.0064633929196476,557.9365388232571,37.085224871379545,30.802627204944137,1.8784768321447514,0.2848499957236419,47.42806980790197,7.22746962405295,2.9378511216194267,0.5424515886652356,9.609391613289642,267.0,18819.084227528267,44.0
ODP0129-0801C-002R-001/112-118,22.08444972010814,328.49270620653004,3.2006840304915,1.0383290041245172,10191.777310452677,35.98505120293,67.81862662407978,1.9593729510472941,558.4017376530684,34.543613677226105,31.032746546811694,2.0108477694713085,0.271459291375889,47.29279460828553,7.601885470335744,2.890922984599808,0.51281726851817,9.787206478980078,259.0,18399.550502710757,42.0
ODP0129-0801C-002R-003/114-119,22.06179843788301,301.0421829700787,3.1131078325503707,1.0219329960545656,9069.804189078086,36.82976206384318,64.40205353042596,2.083799516360452,553.8689978693017,34.44866003375737,30.69030253174124,2.148323715063174,0.26961362243778086,47.10540104112783,7.47869472221919,2.908499657648108,0.5224949557439907,9.978130928335267,255.00000000000003,18998.8843953072,41.0
ODP0129-0801C-002R-004/071-076,22.176146190524793,299.8627933405594,3.1731277254123804,1.0173447180832156,9429.346737445583,37.10620404887092,65.56734777325809,1.9525292430899877,556.801911990364,34.30189571320918,30.521628755168702,2.0358430467588593,0.2650863052534114,47.240442800670834,7.123707645343921,2.9025335651931803,0.5204582492017726,9.74441683923655,257.0,18879.01761678791,41.0
ODP0129-0801C-005R-001/103-105,0.5248620658430049,9.943597987447658,0.15349228439029217,0.056248951544707534,509.7082454308166,2.5288950546104174,7.368755052638827,0.41728208748188556,91.11962201049604,7.19543208641588,30.08271810439486,3.0113923920466235,0.449685251539975,50.10745356589411,7.6595718580140195,2.3325340870336593,0.10094873486644605,11.534484475427002,70.0,7371.8068789362305,1.9999999999999998
ODP0129-0801C-005R-002/087-089,0.5627664883623503,10.433195993124903,0.13901378946528833,0.0662654837557789,455.5189796357976,2.241311634113374,6.9063708321352255,0.28220475735780226,79.01429201660777,6.785466437388708,30.41269060752302,2.9837254137260913,0.4307270460997806,50.15791378977278,7.863106929460309,2.1911221297929844,0.09322470250880951,11.718758073477437,66.0,7192.006711157299,1.9999999999999998
ODP0129-0801C-005R-003/038-043,1.6145090805838194,40.03010543611365,0.30055648527139606,0.11780052487576281,916.0367222471749,3.508821023873004,10.204848277527235,0.41055721916713134,112.82754311558668,7.358177226523348,25.332964362361565,2.5285126636319837,0.3831588921310953,49.51306605543436,8.007181574771248,2.2104050541777243,0.11443654197273624,11.263296007914905,69.0,6892.339764859078,3.9999999999999996
ODP0129-0801C-005R-003/125-131,1.3517545572986867,6.137943357046382,0.06102153000697418,0.0730979762969875,1063.458298802559,2.2264648669452654,7.469583511084863,0.724538041077586,124.1157730847927,6.945286866254583,25.500348014080288,2.658454660788654,0.4031753577737752,50.37472126423803,7.51476914758409,2.544177751655486,0.09967163265780789,10.282261383600547,67.0,6173.139093743349,0.7
ODP0129-0801C-006R-002/029-034,1.3338907519215943,38.036218784786556,0.34540156246047243,0.11952351070255049,720.0369802295808,3.1856564120172446,9.249178709011483,0.365742439676905,107.02129148526062,6.62006166191781,21.90109247728398,2.1131495079618077,0.32476140499280354,49.9105689922119,8.127174099920465,2.146647786455365,0.10122500607572801,10.958124821641658,54.99999999999999,5873.472147445129,3.0000000000000004
ODP0129-0801C-006R-002/119-124,1.4722071017002702,47.50314820452648,0.3073593603750009,0.12335977473352502,681.684641416732,3.763100850771343,10.637755152608824,0.40562588533569116,116.71948963989887,6.974226301486412,22.458951183642675,2.2319122291660887,0.34517498398089463,49.43972332688906,8.140000524738134,2.0107892628758224,0.105876526659339,10.417238931394023,60.0,5993.338925964416,3.0000000000000004
ODP0129-0801C-006R-003/037-042,1.0683481261914747,24.839615832241336,0.2455070972323871,0.07363373096975352,835.5215801848227,2.8941857376783853,6.74350961128538,0.2854966046169236,122.87540534585699,5.487817528391185,18.28210935525359,1.9115971898171862,0.28463271831232045,48.26099930828418,11.547302528088593,1.6711489138858804,0.06445927402665291,10.98609339240558,47.99999999999999,5873.472147445129,3.9999999999999996
ODP0129-0801C-007R-001/053-058,3.194259759181934,52.368525825673956,0.44755835264079846,0.21032552145164843,1965.054073951148,6.839268786934451,20.893589644405097,1.2308246085553491,148.44613688952634,13.71821591294449,37.97643025543438,3.39820860545643,0.47019993898187773,50.0672549758362,7.487470239983403,2.3613064281480898,0.1910389151828739,10.28812408713136,118.99999999999999,11567.144127111324,7.0
ODP0129-0801C-007R-001/099-105,3.5272019229741205,58.41950681924348,0.4517135601220443,0.22721699648947116,1935.8990572097161,6.8243444917788025,22.168513928985565,1.297547973055759,183.75128750410886,13.937260901347802,26.953902013656847,2.812925008996453,0.31461156297471293,49.860919922668764,9.589113396679258,2.027451034905579,0.19393443971225685,9.974990743915791,120.0,11746.944294890258,7.999999999999999
ODP0129-0801C-007R-003/000-005,3.225046641847575,51.88623024362582,0.45342640511852916,0.2087376158305199,2039.456819853533,7.16119048533445,20.972801889467853,1.243872723929551,166.6451631208447,13.902880343215353,37.563736253231525,3.3888027918342054,0.47122777692222156,50.0928725325645,7.47694298735152,2.3345738684857187,0.19535420010214372,10.372006471947408,118.99999999999999,11806.8776841499,7.0
ODP0129-0801C-007R-004/077-083,3.1902485207199427,63.47098763597582,0.4708487915610355,0.22266576817688705,2013.7282464870134,7.268694534526794,22.435826114628103,1.2869076671032371,194.85445154907418,14.177648132940043,25.92448016346905,2.819255802021588,0.3132987363874152,49.93963629690271,9.568714407588127,2.0299789852500876,0.1974349028070348,10.08973612794896,120.0,12046.611241188475,7.999999999999999
ODP0129-0801C-007R-004/137-142,3.0223385417113557,55.22352325720761,0.4487812723601687,0.20621563697916936,2044.1200497199804,6.729681403133296,21.393144179323702,1.2114201825449833,160.99431371118538,13.131774838321789,33.52838738293694,3.308755586102703,0.4359778789972701,50.0357348211278,7.700610898229724,2.2116706628870557,0.18568438216295927,10.185177673798922,116.0,11447.277348592035,7.0
ODP0129-0801C-008R-001/065-067,3.048842659537065,42.21633066947876,0.41185190005957156,0.14745742025345532,2153.659901716702,7.386036022426367,18.00542352018982,0.912093231759032,184.76482118233318,14.270999941030833,37.41302728758622,3.8543082945768803,0.551776141453135,50.01558160098771,7.149406102944362,2.608034706369384,0.24763335626720848,10.029245164814943,112.0,13125.41224786207,6.000000000000001
ODP0129-0801C-008R-001/101-106,3.022346061401028,56.24466713260078,0.4487812723601687,0.2050877513903148,1991.8639011852792,6.526157925712043,21.314660633195885,1.209134423684681,162.10645577671397,13.131774838321789,34.021258130806196,3.3012531185321645,0.4358890544955627,50.015887545937915,7.7286390849304825,2.1242998947201936,0.18411426290505523,10.182445822668733,116.0,11387.343959332391,7.0
ODP0129-0801C-008R-002/078-080,2.9662946619434645,56.9566529298901,0.46117521286088997,0.1995597977729803,1978.4803206777578,6.864979854769836,21.363512269583044,1.1137350830115915,189.17650227826485,13.12021084960646,29.723905712826618,3.0335383202118003,0.3931816071029695,49.935787858185684,8.499789922815777,2.0383467087530645,0.17893848272859506,10.097989492711198,113.0,11327.410570072747,7.0
ODP0129-0801C-008R-002/133-139,2.6082655282924527,37.22847209909561,0.45730578795665694,0.20799255550172993,2047.6572058811464,6.279712175943506,17.07663494308396,1.3449132050033201,139.87666643210326,13.081791435231342,37.655857513101765,3.4161721871093147,0.5074745973696477,49.85597637795757,7.3836948199951475,2.641210489701671,0.18292139229979154,10.280771582731141,116.0,11447.277348592035,6.000000000000001
ODP0129-0801C-009R-005/020-024,2.1314670818155634,36.452553339479486,0.43154689957495784,0.16476008414152804,1337.2804025850915,5.687911930602606,13.117061904737302,0.835495025495188,121.91085689249256,11.79228936904298,34.218853306740954,3.413990625608832,0.493903178703765,49.912589367068705,7.705763533883864,2.4940284183452226,0.15938344201689678,10.459024647981579,95.0,10248.609563399152,5.0
ODP0129-0801C-010R-001/055-060,2.7474317675070856,51.73367389474679,0.46595582701518373,0.18646483069468703,1502.944988961141,5.894587752764538,16.51428074037047,0.9295306981142788,180.15610326851595,11.769837727509785,21.183431343142917,2.5349777700339193,0.3659439385447932,48.92404322614848,10.380208227067468,1.9860896046452314,0.15610617841425636,9.119048210815212,97.0,9709.209060062354,7.0
ODP0129-0801C-010R-006/067-070,2.3873713917997033,39.81341377935888,0.4621854419296498,0.1938872706541233,1716.8280446913486,6.7760234368243095,17.37986696127901,1.193608380949467,149.81168281811264,12.774050654381595,32.681798794871455,3.1957276396190832,0.45321393141405614,49.74842720972445,8.017308593928078,2.4262125216606596,0.17192007750152347,9.649523158481976,101.00000000000001,10668.14328821666,6.000000000000001
ODP0129-0801C-011R-002/121-126,4.4559649809873925,69.69820411124368,0.42233995767653165,0.2452429295052252,1660.540672119784,6.987293265223824,23.910120329761252,1.2179139712460287,137.433666570962,16.83503449278821,38.60574081399898,3.8037894498686815,0.43186260448190306,50.024451399052055,7.996261124449682,2.3989802188768743,0.21279807434934275,10.321813877887399,141.0,13125.41224786207,9.0
ODP0129-0801C-011R-003/121-126,3.0901994809099436,52.41874247712773,0.45300593976556675,0.2089569644469345,2010.3967846029152,6.928404257354969,20.905973075720325,1.2193608094725745,147.56585128405547,13.961811965436112,38.13911041830291,3.4200051622688257,0.4889628825375058,50.07640252509749,7.170229450664768,2.3789865600135323,0.19712343097091214,10.29262816816504,122.0,11687.01090563061,7.0
ODP0129-0801C-011R-003/131-136,3.3280584133358664,58.78742414258374,0.45049457259713704,0.2184454604741815,2235.682819630588,7.515419144782403,21.351897319977258,1.022143997424931,172.08634098879327,15.511620526422918,40.11597657466875,3.6341535128589215,0.518411921286236,50.05332144845159,6.811908554987473,2.5708614005196817,0.2120211069262219,10.444686578156974,125.99999999999999,12645.945133784915,7.0
ODP0129-0801C-012R-003/032-037,3.760748330112852,48.82485360310213,0.39690223536335584,0.19873555144643762,1741.939533794409,6.9136486212218555,20.485971889286404,1.1256475890922457,126.46981192755558,16.701131650985637,47.34720576952141,4.732092141319129,0.7044281978427663,50.08843713489544,6.400486584688821,2.7714114730822526,0.22060018241766935,10.29811083059504,143.0,13784.679529718156,7.0
ODP0129-0801C-012R-003/057-062,3.7572716447598205,48.5226479232017,0.3845722273272917,0.19873555144643762,1779.1975550425518,6.883540942520002,20.411118403286746,1.1389567166380126,126.22593530421895,16.747351718627815,47.37733344185692,4.800059869310057,0.7049868794244851,50.08906731971301,6.400486584688821,2.7598582781751717,0.22031507622605895,10.296029218695116,144.0,13724.74614045851,7.0
ODP0185-0801C-015R-007/031-034,0.5523418553371924,13.673711128184465,0.17463646125230348,0.06303456636040125,1211.542506929161,4.16485055414401,11.555123056635773,0.33459577893376674,98.99268837820424,10.819084951811838,32.96021972544723,3.6015095947956817,0.6239526197836472,50.388412495366794,7.102110255122771,2.749811591560641,0.20625628686647574,10.340867258894802,85.1,15283.014261209259,3.91
ODP0185-0801C-034R-001/093-096,0.773848498967653,13.710613992319724,0.2192169569167738,0.12766296181582923,1073.1329224678109,5.875105010323153,17.34666957916474,0.5419025622642605,103.20459641591144,16.449972714886478,55.82709858623804,5.4164717737537,0.810865349480394,50.209639045453144,6.576476466343367,2.792071807840576,0.23347618849750354,10.291979056795494,164.0,14443.946811574242,4.51
